設問1	設問2	設問3	設問4	設問5	設問6	設問7	設問8	設問9	設問10	設問11	設問12	設問13	設問14	設問15	設問16（チェック）	会員ID
19	２	２	110	X (旧Twitter)@Tik Tok	アニメ、漫画	いいえ	いいえと回答	いいえ	会社員(妹です)	一時期ストレス太りしてしまい、同じような背丈でほっそりした妹が側にいたので、痩せなくてはと思ったからです。	はい	はい	日常的にも出来る、よく歩くことです。	毎日よく歩くこと。また私は便秘気味なのですが、毎日排便できるよう心がけています。	2	1236325976
21	３	２	60	X (旧Twitter)	モデル (人)	はい	理想のモデルの影響	いいえ	gaga	恋愛	はい	はい	ダイエット	マインド	2	1234426211
17	１	３	360	Instagram	テレビ番組	いいえ	いいえと回答	いいえ	30代になったので、ガリガリよりもハリのある健康的な体型が理想です	産後でガリガリになってしまったので	いいえ	はい	理想の体型にはなれてない	野菜をよく食べる	2	1237496608
21	３	２	28	該当なし	アニメ、漫画	はい	健康状態の改善（病気予防・治療）	いいえ	パーソナルジムのトレーナー	アラサーに差し掛かる頃に一年ごとに体重がジワジワ増えて、学生の時に買った服がキツくなったから。	はい	はい	引き締まった体型が理想なので全身の筋トレが良いと思う。	睡眠をしっかりとることと、できるだけ徒歩での移動を心掛けること。	2	1237146426
20	４	４	200	X (旧Twitter)@Instagram@Facebook	該当なし	いいえ	いいえと回答	いいえ	警察官	しっかりとしていてかっこいいと思ったから	いいえ	いいえ	よく食べよく眠る	よく食べよく眠る	2	1237896462
29	６	２	64	X (旧Twitter)	アニメ、漫画	はい	身の周りの環境	いいえ	なし	10年くらい前で太り始めた時	いいえ	はい	量を減らす	寝る	2	1230268433
12	３	１より痩せている	10	該当なし	該当なし	はい	理想のモデルの影響	いいえ	アイドル	覚えていない	いいえ	はい	食べすぎない	12時までに寝る	2	1230213582
21	２	２	0	該当なし	アニメ、漫画	いいえ	いいえと回答	いいえ	アナウンサー	22歳ごろ就活のためテレビやメディアの情報に敏感だったため	いいえ	はい	摂取食物を把握し手帳に残す	例えば下痢になった場合何を食したかとかをメモしておく	2	1229623487
19	３	１	610	X (旧Twitter)@Instagram@Tik Tok	音楽	はい	身の周りの環境	いいえ	女優、芸能人	19歳、もうすぐで大人になるから	いいえ	はい	健康的な生活をすること	睡眠時間を確保する	2	1237957843
20	２	１より痩せている	420	X (旧Twitter)@Instagram@Tik Tok	アニメ、漫画	いいえ	いいえと回答	いいえ	韓国の女性アイドル	テレビで見てスタイルがいいなと思ったから。時期は不明。	いいえ	はい	あまり食べずに運動をする	高カロリーなものを食べないようにする	2	1237715604
19	３	１より痩せている	60	X (旧Twitter)	アニメ、漫画	はい	理想のモデルの影響	いいえ	モデル	28	いいえ	はい	運動	運動	2	1232689511
19	３	２	68	Instagram	該当なし	はい	スポーツ・パフォーマンス向上	いいえ	女優	1年前、服がきつくなったから	いいえ	はい	運動	階段を使う	2	1237273544
30	８	７	108	X (旧Twitter)@Instagram@Tik Tok	モデル (人)	はい	身の周りの環境	いいえ	健康的な細さ、アスリート	鏡に映った自分を見て痩せないとと思いました。	いいえ	はい	こまめに運動する、全く食べないという事をやめる	一駅前で降りて徒歩で歩く	2	1237237816
16	１より痩せている	１より痩せている	240	X (旧Twitter)@Instagram@Facebook	モデル (人)	いいえ	いいえと回答	いいえ	セラピスト	太りたいから	いいえ	はい	よく食べる	バランス良い食事	2	1237209203
21	４	３	280	Instagram@Facebook	該当なし	いいえ	いいえと回答	いいえ	芸能人や有名人よりも、身近な同じような立場の健康的な方に憧れる。	高校生くらいからおしゃれを意識し始め、理想とする体型をイメージするようになった	はい	はい	健康的な生活　食事や運動など	３食きちんと食べる	2	1237663242
25	５	２	320	X (旧Twitter)@Instagram@Facebook@Tik Tok	音楽	いいえ	いいえと回答	いいえ	モデル	30代になって簡単に体重を落とせなくなった。	いいえ	はい	継続すること	野菜や魚類中心の生活	2	1227473957
50以上	８より太っている	４	120	X (旧Twitter)@Instagram	音楽	はい	健康状態の改善（病気予防・治療）	いいえ	モデル	30代に入ってから	はい	はい	食事制限	食事制限	2	1228062271
18	２	１	30	X (旧Twitter)@Instagram	音楽	はい	身の周りの環境	いいえ	菜々緒 俳優	中学生ぐらいから雑誌などを見て綺麗なモデル体型に憧れるようになった。	いいえ	はい	食事制限と運動	睡眠時間をよくとる	2	1237800625
21	２	１	290	Instagram	アニメ、漫画	いいえ	いいえと回答	いいえ	ダンサー	特になし	いいえ	いいえ	とくになし	好きなものを食べる	2	1234084906
25	５	３	300	X (旧Twitter)@Instagram@Facebook	テレビ番組	はい	スポーツ・パフォーマンス向上	いいえ	なし	なし	はい	はい	思わない	ない	2	1237280387
29	６	４	0	X (旧Twitter)@Instagram@Facebook	動物	いいえ	いいえと回答	いいえ	特に思い浮かばない	特に思い浮かばない	いいえ	はい	夜ご飯を少なくする	野菜をとるようにはしている	2	1235209177
24	３	２	10	X (旧Twitter)	アニメ、漫画	はい	健康状態の改善（病気予防・治療）	いいえ	モデル	16	はい	はい	断食	食べ過ぎない	2	1232619174
10未満	５	１	10時間3分	該当なし	動物	はい	いいえと回答	いいえ	いない	ない	はい	いいえ	とりあえずプチ断食をやれる範囲で続ける。	無理をしない	2	1238708436
22	５	３	30	該当なし	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	分からない	特になし	いいえ	いいえ	特になし	特になし	2	1233202996
23	４	２	4	X (旧Twitter)@Instagram@Tik Tok	モデル (人)	はい	その他	いいえ	アイドル	わからない	いいえ	はい	運動	わからない	2	1233169530
18	２	２	8	X (旧Twitter)@Instagram	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	田中希美##スポーツ選手	オリンピック2020	いいえ	はい	プールとランニング	セントラルの会員です。	2	1237874948
16	３	１	30	Instagram	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	特に特別な職業はないが、運動を定期的にしている人が理想。	昔から体型自体は変わらないが、出産後の30半ばから筋肉量が減ったので改善させたくなった。	はい	はい	運動を定期的に続けること。	食べるもの、食べる時間。	2	1232021368
25	５	３	420	Instagram	該当なし	はい	その他	いいえ	TWICEのモモ、アイドル	モモがTWICEとして活躍している3年前位から、音楽番組を見てた時にしっかりと筋肉もあって良いなと	いいえ	はい	筋トレやストレッチ	栄養に気をつけ、規則正しい生活をする	2	1229164659
18	１	２	274	X (旧Twitter)@Instagram	該当なし	いいえ	いいえと回答	いいえ	インフルエンサー	30代に入ってから、太りにくい体型であることに気づいたため	いいえ	はい	特になし	さんぽする	2	1238708737
24	４	１より痩せている	235	Instagram@Facebook	動物	はい	健康状態の改善（病気予防・治療）	いいえ	料理家や栄養士など	大学生から私服を着る機会が増え、周りのファッションや体型に興味を持つようになった。	いいえ	はい	適度な運動とバランスの良い食事。	毎日少しでも歩いたり、できるだけ食事内容に気をつけている。	2	1237599686
20	２	２	40	X (旧Twitter)	動物	はい	その他	いいえ	特になし	特になし	いいえ	はい	運動	歩く	2	1232953881
19	３	２	200	Instagram	該当なし	いいえ	いいえと回答	いいえ	芸能人	憧れ	いいえ	はい	食生活	食生活	2	1234460679
16	１	１	120	X (旧Twitter)@Instagram@Tik Tok	該当なし	いいえ	いいえと回答	いいえ	モデル	SNSでスタイル抜群のKPOPアイドルを見かけるようになってから	はい	はい	身長がコンプレックスですがどうしようもないのでできるだけ背筋を伸ばして過ごしています	サプリメントや積極的に野菜を摂ること	2	1230633928
17	２	１より痩せている	35	Instagram	テレビ番組	いいえ	いいえと回答	いいえ	芸能人	高校や大学生になった時に周りの新しく仲良くなった友達と比較して。	いいえ	いいえ	食事を食べすぎない	食事を食べすぎない	2	1232750173
19	３	２	180	X (旧Twitter)@Instagram	モデル (人)	はい	健康状態の改善（病気予防・治療）	いいえ	インフルエンサー	大きな行事の前	はい	はい	食生活の改善	ありがとう体を温める	2	1237458021
23	３	４	1234	該当なし	該当なし	いいえ	いいえと回答	いいえ	わからない	わからない	いいえ	いいえ	わからない	わからない	2	1231673115
21	５	４	22	X (旧Twitter)@Instagram	テレビ番組	はい	健康状態の改善（病気予防・治療）	いいえ	店舗のパート販売員	5年ほど前、間食が増えてから##１日で一番近くにいる人だったため	はい	はい	少量でもいいので毎日の運動	バランスのとれた食事と、特に有害な添加物を避けること	2	1226817713
24	４	２	75	X (旧Twitter)@Instagram@Facebook	音楽	いいえ	いいえと回答	いいえ	歌手	気づいたら	いいえ	はい	適度な運動	よく寝る	2	1238611886
24	５	５	20	該当なし	音楽	はい	その他	いいえ	ジムのトレーナー	学生の頃、腹八分目にする	いいえ	はい	お菓子を食べすぎないこと	腹八分目にすること	2	1237208678
20	３	１	0	該当なし	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	アスリート	コロナ渦も相まって体力と筋力低下が著しく変化があったので。	いいえ	はい	規則正しい生活、無理のない範囲での運動を特別に取り入れるのではなく習慣化すること。	なるべく朝ごはんは食べる事と睡眠時間の確保。	2	1234539752
25	７	２	200	X (旧Twitter)@Instagram@Facebook	動物	はい	その他	いいえ	バイクに乗ってカッコいい体型	夫と知り合ってキレイになりたいと思った	はい	はい	適度な運動、体を使う仕事	ストレスを溜めない	2	1230458187
18	４	２	180	X (旧Twitter)@Instagram	モデル (人)	いいえ	健康状態の改善（病気予防・治療）	いいえ	特になし	特になし	いいえ	いいえ	食べない	食べすぎない	2	1232442553
18	３	２	80	X (旧Twitter)	該当なし	はい	身の周りの環境	いいえ	モデル	運動不足による体重増加	はい	はい	バランスのとれた食事、適度な運動	生活習慣を整えて、適度な運動を取り入れること。恋愛するのもいいと思います。	2	1238725410
17	２	４	180	X (旧Twitter)	アニメ、漫画	いいえ	いいえと回答	いいえ	普通の会社員でスタイルがいい人##特定の職業のイメージはない	ダイエットの広告ばかりネットに流れるようになってから。##食べても肉がつかず太れないので、健康的な体型になりたい。	いいえ	はい	健康的な生活、食事、運動	余計な添加物などは摂らないようにする。	2	1237223091
11	５	２	6	該当なし	アニメ、漫画	はい	健康状態の改善（病気予防・治療）	いいえ	藤原紀香みたいな体型と女優	好きな人に見られたいから	はい	はい	ウォーキングをすること	野菜を食べる	2	1233600139
18	２	３	60	X (旧Twitter)@Instagram@Tik Tok	該当なし	いいえ	いいえと回答	いいえ	痩せすぎてない芸能人	思春期に太った時	いいえ	はい	運動、食べすぎない	運動する	2	1235856106
18	２	３	360	X (旧Twitter)@Instagram@Tik Tok	動物	はい	理想のモデルの影響	いいえ	グラビアモデル	わからない	いいえ	はい	わからない	お菓子を食べすぎない。早食いしない。ストレスを溜めない。よく寝る。	2	1237937013
19	２	３	146分	X (旧Twitter)@Instagram@Facebook	アニメ、漫画	はい	身の周りの環境	いいえ	モデル	テレビで見て	いいえ	はい	運動する	特にない	2	1233643277
18	２	４	90	X (旧Twitter)@Instagram@Tik Tok	動物	いいえ	健康状態の改善（病気予防・治療）	いいえ	芸能人	健康的だが、筋肉質すぎない	はい	いいえ	腹六分目で食事、睡眠	よく寝る、無理せず休む	2	1237681684
32	６	１	1260	X (旧Twitter)@Instagram@Tik Tok	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	インフルエンサー	服を可愛く着られないことと年齢、結婚適齢期のため。精神疾患が少し良くなって自分を客観的に見れる余裕が出来たとき	いいえ	はい	運動	運動	2	1237170821
29	４	１より痩せている	15	該当なし	該当なし	はい	その他	いいえ	女優	高校時代、痩せたいと思ったからです。	はい	はい	運動すること。	自炊をする様にしている。	2	1237141719
18	２	１	30	X (旧Twitter)@Instagram	動物	いいえ	いいえと回答	いいえ	女優	テレビを見て、こうなりたいと思った	いいえ	はい	理想とする人の画像を見る	毎日体重測定	2	1237852166
20	１	２	0	X (旧Twitter)	該当なし	いいえ	いいえと回答	いいえ	特になし	具体的な理想はない	いいえ	はい	運動	ウォーキング	2	1233319755
19	３	２	53	X (旧Twitter)@Tik Tok	動物	いいえ	いいえと回答	いいえ	販売員	立っている時間が長い、姿勢をよく保つことができると思ったから	いいえ	はい	適度に運動をする	タンパク質を摂るようにする	2	1233061852
19	２	１	30	X (旧Twitter)	該当なし	はい	身の周りの環境	いいえ	モデルさんの中で少し太めくらいの人	20代後半。体調不良で一時的に痩せた時に体が軽い事の快適さを知り、また服を着た時のラインが綺麗に見える事を知った時。	いいえ	はい	理想の体型は実際は痩せすぎだと分かっているため、今の体重から増えないことを意識しています。本当に理想体型になるには、運動+食事管理が必要だと思います。	甘いものを食べすぎない。夜寝る前に食べない。野菜を食べる。睡眠を多めにとる。運動をする（1日1万歩）。	2	1228790201
31	３	２	360	Instagram	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	安室奈美恵	20代	はい	はい	体を動かす	食べすぎたらリセット、調整する	2	1237215278
30	６	３	45	X (旧Twitter)	該当なし	いいえ	いいえと回答	いいえ	特にない	特にない	いいえ	はい	適度な運動	特になし	2	1238743321
28	４	２	57	該当なし	アニメ、漫画	はい	身の周りの環境	いいえ	長澤まさみ、芸能人	30歳過ぎて健康診断	いいえ	はい	食事	運動	2	1236251319
19	１	１	4時間38分	X (旧Twitter)@Instagram@Facebook	音楽	いいえ	健康状態の改善（病気予防・治療）	いいえ	スポーツ選手	痩せている方だと思っていたが、同じスポーツをやっている人複数人と写真を撮って、その中で比べると自分は普通の体型だと思ったから。	いいえ	はい	運動と食事	食事	2	1226793209
24	４	１	104	X (旧Twitter)	アニメ、漫画	はい	身の周りの環境	いいえ	橋本環奈さん/タレント？	30を超えたあたりから歳を重ねるにつれ肉が落ちにくくなったなと感じた##またちょっとの運動で疲れやすいように感じたので痩せたいというより軽いからだになりたいという気持ち	いいえ	はい	金をかける##これにつきる	同じ体勢で何時間もいないようにする##出来るだけ徒歩で買い物に行くようにする	2	1238084167
25	５	３	260	Instagram@Facebook	該当なし	はい	スポーツ・パフォーマンス向上	いいえ	女優	産後、増えた分の体重が戻らなく、体型が乱れてしまったから。	いいえ	はい	一番は食べる量を減らすこと。ダイエットに割く時間がそもそもないため、YouTubeでヨガを見て実践したりする。	寝ること。寝ないと気が病むし、色んなことに対するモチベーションが上がらなくなってしまう。	2	1232503281
18	１	１	15	X (旧Twitter)	該当なし	はい	その他	いいえ	理想的な体型の人物は特にいない。	ここ5年くらい。他者に自分の理想とする体型の投影はしないこと、体重を減らすことを目的としないことを決めた。よく食べ無理のない範囲で日々筋トレやトレーニングをして、あくまで自分自身の体を引き締めるくらいの気持ちと目標でいようと思った。昔、痩せることに取りつかれ食べないダイエットなどアホなことも多々してみて、痩せたとしても全く魅力的ではない自分の姿を見たことがあったから。	はい	いいえ	よく食べて適度に体を動かすこと。体重や体型で痩せたとか魅力的だと決めつけず、必要な量を食べて、食べたい物も我慢せず食べて、日々体を自分の適量動かした結果が自分の理想の体型だと思うから。	食べすぎないこと。もう10年以上、1日2食の生活をしていて、お菓子もほぼ食べなくなって、ジュースやお酒も飲まない、毎日日本由来の発酵食品を必ず取る生活をしている。その結果、病気もせず病院にも行かない毎日。	2	1233593320
19	４	２	281	X (旧Twitter)@Instagram@Tik Tok	動物	はい	健康状態の改善（病気予防・治療）	いいえ	アスリート	小学生  テレビの影響	はい	はい	運動	よく寝る	2	1237917523
16	１	２	240	X (旧Twitter)@Instagram	音楽	いいえ	いいえと回答	いいえ	芸能人	綺麗なスタイルに憧れるから	はい	はい	筋トレ	よく歩くようにしている	2	1238309725
21	２	１	6	Instagram	動物	はい	健康状態の改善（病気予防・治療）	いいえ	スポーツトレーナー	産後太りのため	いいえ	はい	減量	食事管理運動	2	1232844444
19	２	２	20	該当なし	動物	はい	健康状態の改善（病気予防・治療）	いいえ	俳優	時期は高校生の時。きっかけは、体重が増加して、これは良くないと思った時。	はい	はい	適度な運動と栄養バランス。	よく動く事。	2	1235242146
17	２	２	50	X (旧Twitter)@Instagram@Facebook	音楽	はい	健康状態の改善（病気予防・治療）	いいえ	モデル	高校	はい	はい	健康的な生活を送る	ありません	2	1237470007
21	４	３	50	X (旧Twitter)	アニメ、漫画	いいえ	いいえと回答	いいえ	アスリート	特にない	いいえ	いいえ	筋トレ	特にない	2	1236284816
24	４	２	40	X (旧Twitter)@Instagram	アニメ、漫画	はい	健康状態の改善（病気予防・治療）	いいえ	スポーツジムのインストラクター	健康診断で血糖値について指導を受けてから	いいえ	はい	運動、食事制限	食事内容を記録する、運動	2	1233238848
20	３	２	15	X (旧Twitter)	該当なし	いいえ	健康状態の改善（病気予防・治療）	いいえ	アスリート	覚えていない	いいえ	はい	わからない	良い睡眠をとる	2	1227424507
22	５	２	420分	X (旧Twitter)@Instagram@Tik Tok	音楽	はい	身の周りの環境	いいえ	俳優　有村架純	着てた服が、似合わなくなった##3年前	いいえ	はい	オートミール	歩く	2	1236744079
20	１	１より痩せている	33	該当なし	該当なし	はい	健康状態の改善（病気予防・治療）	いいえ	俳優	小学生。なんとなく	いいえ	はい	骨格	食事運動睡眠	2	1232601956
17	２	３	67	X (旧Twitter)@Instagram@Facebook	該当なし	いいえ	いいえと回答	いいえ	運動を日常的に行う職業	病気になって健康を意識してから	いいえ	はい	もう少し食べる	なるべく歩くようにする	2	1228104452
24	４	２	120	X (旧Twitter)@Instagram@Facebook@Tik Tok	アニメ、漫画	いいえ	いいえと回答	いいえ	俳優	産後2023	はい	はい	筋トレ　運動	ない	2	1230654846
14	２	３	60	Instagram	動物	いいえ	いいえと回答	いいえ	ねし	高校生くらい、健康診断で痩せすぎ判定になってしまったから	いいえ	いいえ	よく食べる	食物繊維とたんぱく質をちゃんと摂取する	2	1237761589
25	３	２	402	X (旧Twitter)@Instagram	音楽	はい	理想のモデルの影響	いいえ	音楽家、ミュージシャン	体重が増えたため	いいえ	はい	ストレッチ、運動	ストレッチをする	2	1231025071
10未満	１より痩せている	１より痩せている	2	Instagram	風景	いいえ	理想のモデルの影響	いいえ	あ	あ	いいえ	いいえ	あ	あ	3	1237673776
22	４	２	60	X (旧Twitter)@Instagram@Tik Tok	動物	はい	身の周りの環境	いいえ	モデル	なんかデブだなと思ったので	はい	はい	ジム	毎日ジム	2	1237799053
